CountryCodeID,CountryCode,CountryName,ProductID,ProductName,DataTypeID,Unit,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024,Y2025,Y2026,Y2027,Y2028,Y2029,Y2030,ColourCode
297,LY,Libya,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,LI,Liechtenstein,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,LT,Lithuania,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,11.3,6.7,5.3,2.4,2.2,0.6,1.0,1.0,4.6,19.3,19.7,16.3,18.0,14.93,,,,,,,,,,,,,,,,,,
296,LX,Luxembourg,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.4,0.4,0.5,0.3,0.2,0.1,0.4,0.6,0.7,0.3,0.4,0.4,0.43,,,,,,,,,,,,,,,,,,
310,MU,Macau,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,MD,Macedonia,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,22.4,17.0,15.0,11.2,7.5,6.7,8.9,9.0,9.5,9.7,8.98,,,,,,,,,,,,,,,,,,
246,GC,Madagascar,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,MW,Malawi,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,MY,Malaysia,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,15.4,17.8,15.9,13.9,11.7,9.6,8.5,6.5,4.8,3.6,3.4,2.7,2.2,1.82,,,,,,,,,,,,,,,,,,
298,MA,Maldives,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,MI,Mali,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,MT,Malta,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,3.9,5.9,5.9,5.5,6.2,7.5,7.3,8.2,8.78,,,,,,,,,,,,,,,,,,
306,MQ,Martinique,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,MM,Mauritania,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,TS,Mauritius,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.5,2.0,3.3,2.8,2.8,3.08,3.23,,,,,,,,,,,,,,,,,,
313,MX,Mexico,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.1,3.7,3.2,2.5,1.8,1.8,2.4,3.0,2.8,2.0,2.1,2.2,2.32,,,,,,,,,,,,,,,,,,
311,MV,Moldova,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,20.6,10.4,7.6,6.4,6.9,5.3,4.4,3.7,5.2,16.4,13.3,10.7,15.2,11.58,,,,,,,,,,,,,,,,,,
304,MN,Monaco,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,ML,Mongolia,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,ME,Montenegro,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.3,2.9,3.2,7.2,13.5,21.0,15.5,17.81,17.90,,,,,,,,,,,,,,,,,,
305,MO,Morocco,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,17.5,16.8,17.2,18.7,19.4,15.7,10.9,7.9,6.0,5.5,4.8,4.8,4.75,4.29,,,,,,,,,,,,,,,,,,
396,ZM,Mozambique,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,17.8,23.4,20.8,14.4,6.4,3.5,3.1,2.6,1.9,1.8,1.9,2.6,2.35,2.25,,,,,,,,,,,,,,,,,,
307,MR,Myanmar,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,NB,Namibia,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.5,3.9,2.4,2.3,2.6,2.8,3.1,2.7,2.0,1.5,1.4,1.28,,,,,,,,,,,,,,,,,,
325,NU,Nauru,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,NP,Nepal,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,NL,Netherlands,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.3,2.4,2.0,1.5,1.2,1.4,1.6,1.7,3.2,2.8,2.7,3.1,3.79,,,,,,,,,,,,,,,,,,
326,NW,New Caledonia,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,NZ,New Zealand,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.9,1.7,2.1,1.7,1.7,2.09,,,,,,,,,,,,,,,,,,
317,NC,Nicaragua,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,NN,Niger,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,NG,Nigeria,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,22.6,19.7,21.4,20.5,21.6,18.1,9.3,9.5,7.2,36.1,20.1,11.6,14.50,18.45,,,,,,,,,,,,,,,,,,
319,NK,North Korea,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,NO,Norway,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.3,1.8,1.6,1.0,0.7,0.6,0.5,0.7,1.3,1.5,1.7,1.45,1.39,,,,,,,,,,,,,,,,,,
328,OM,Oman,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,12.5,9.9,7.0,4.9,3.2,2.1,2.7,2.9,2.4,2.5,2.59,,,,,,,,,,,,,,,,,,
332,PK,Pakistan,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,19.5,23.4,21.8,17.0,11.6,8.3,6.9,7.6,10.5,12.6,14.7,16.2,18.26,20.87,,,,,,,,,,,,,,,,,,
334,PM,Panama,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,1.4,2.8,3.5,2.5,1.8,1.8,1.5,1.4,1.7,1.4,1.1,0.9,0.9,0.94,,,,,,,,,,,,,,,,,,
335,PP,Papua New Guinea,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PG,Paraguay,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,12.3,19.7,20.6,10.8,6.6,3.3,1.3,1.1,1.6,1.3,1.7,2.4,2.05,,,,,,,,,,,,,,,,,,
338,PU,Peru,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.6,14.8,9.5,6.3,4.1,2.7,2.2,2.7,3.0,2.9,3.1,3.42,,,,,,,,,,,,,,,,,,
331,PH,Philippines,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,24.0,27.7,26.5,16.1,14.4,10.0,7.5,5.8,4.5,3.5,3.4,2.6,2.4,2.38,,,,,,,,,,,,,,,,,,
333,PL,Poland,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,15.5,,21.1,21.2,14.9,11.0,7.4,5.2,4.4,7.9,8.8,8.2,8.4,9.28,,,,,,,,,,,,,,,,,,
337,PT,Portugal,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.1,2.3,2.4,2.0,1.5,1.3,2.8,3.6,4.8,5.2,7.5,9.0,10.13,,,,,,,,,,,,,,,,,,
336,PR,Puerto Rico,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,QT,Qatar,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,UN,Réunion,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,RO,Romania,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,8.3,8.1,2.6,1.8,2.6,2.8,7.9,11.9,14.3,16.8,17.66,,,,,,,,,,,,,,,,,,
344,RU,Russia,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,7.7,6.2,5.6,5.0,3.8,2.6,2.4,2.5,3.8,9.5,8.2,6.6,6.7,6.79,,,,,,,,,,,,,,,,,,
347,RW,Rwanda,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,33.0,31.0,29.0,25.0,18.1,12.6,13.1,10.8,8.0,7.31,6.70,,,,,,,,,,,,,,,,,,
390,WS,Samoa,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,CP,Sao Tomé e Pr?ncipe,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,SA,Saudi Arabia,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,10.4,9.1,8.8,5.4,2.8,1.9,2.0,2.1,1.4,3.3,3.0,2.3,2.83,2.56,,,,,,,,,,,,,,,,,,
355,SL,Senegal,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,18.1,17.8,18.5,13.3,12.6,11.9,16.8,18.6,17.4,18.7,20.2,16.2,16.73,16.99,,,,,,,,,,,,,,,,,,
408,RS,Serbia,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,24.1,22.2,19.0,15.8,8.4,11.3,15.5,16.9,19.0,19.17,18.82,,,,,,,,,,,,,,,,,,
391,YC,Seychelles,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,2.3,2.0,3.8,5.6,8.1,9.33,10.52,,,,,,,,,,,,,,,,,,
292,LN,Sierra Leone,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,37.9,29.1,11.0,7.4,16.5,26.8,26.9,25.6,17.9,10.6,15.6,15.1,12.41,11.73,,,,,,,,,,,,,,,,,,
352,SG,Singapore,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,3.4,8.0,7.7,6.7,5.0,3.8,2.8,1.5,1.4,2.0,1.4,1.1,1.0,1.25,,,,,,,,,,,,,,,,,,
495,SM,Sint Maarten,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,SK,Slovakia,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,13.7,11.1,7.9,3.7,2.6,5.0,3.2,2.5,3.2,5.3,5.8,5.6,5.3,5.67,,,,,,,,,,,,,,,,,,
359,SV,Slovenia,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,6.5,7.0,7.0,3.7,3.0,2.5,2.5,1.8,4.2,5.8,8.2,11.8,13.2,13.72,,,,,,,,,,,,,,,,,,
353,SI,Solomon Islands,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,SO,Somalia,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,ZA,South Africa,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.8,2.4,1.8,1.5,1.1,1.4,3.9,5.9,5.8,4.7,4.6,3.80,,,,,,,,,,,,,,,,,,
280,KR,South Korea,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,8.9,3.4,2.4,2.6,1.9,1.2,0.8,0.7,1.1,1.2,1.9,1.4,1.5,1.57,,,,,,,,,,,,,,,,,,
525,SN,South Sudan,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,ES,Spain,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.9,1.1,1.0,0.8,0.8,0.7,0.9,2.8,4.1,4.7,6.0,6.87,7.68,,,,,,,,,,,,,,,,,,
277,KA,Sri Lanka,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,KT,St Kitts,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,LC,St Lucia,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,VG,St Vincent and the Grenadines,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,SD,Sudan,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,SU,Suriname,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,SZ,Swaziland,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,7.0,7.7,7.5,7.6,8.6,9.3,7.5,8.61,8.24,,,,,,,,,,,,,,,,,,
351,SE,Sweden,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.5,1.2,1.9,1.1,0.8,0.8,0.1,0.5,0.8,0.8,0.7,0.7,0.72,,,,,,,,,,,,,,,,,,
191,CH,Switzerland,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,4.1,2.3,1.8,1.3,0.9,0.5,0.3,0.3,0.9,1.0,0.9,0.8,0.90,0.87,,,,,,,,,,,,,,,,,,
361,SY,Syria,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,TW,Taiwan,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,TK,Tajikistan,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,9.5,21.6,17.2,14.9,13.40,12.57,,,,,,,,,,,,,,,,,,
374,TZ,Tanzania,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,TH,Thailand,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,17.7,11.5,15.7,13.5,11.9,9.1,8.1,7.9,5.7,5.3,3.9,2.9,2.7,2.26,,,,,,,,,,,,,,,,,,
367,TO,Togo,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,TG,Tonga,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,TT,Trinidad and Tobago,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,TU,Tunisia,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,21.6,19.2,21.4,24.2,23.6,20.9,19.3,17.6,15.5,13.2,12.1,17.37,15.90,15.26,,,,,,,,,,,,,,,,,,
368,TR,Turkey,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,9.2,29.3,12.7,11.5,6.0,5.0,3.9,3.3,3.4,5.0,3.5,2.6,2.5,2.68,,,,,,,,,,,,,,,,,,
366,TM,Turkmenistan,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,TV,Tuvalu,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,UG,Uganda,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,9.8,6.5,3.0,7.2,2.2,2.3,2.9,4.1,2.2,4.2,2.1,2.2,2.39,2.53,,,,,,,,,,,,,,,,,,
377,UK,Ukraine,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,29.6,25.1,21.9,28.3,30.0,19.6,4.0,3.0,3.9,13.7,15.3,14.7,14.1,14.15,,,,,,,,,,,,,,,,,,
375,UA,United Arab Emirates,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,12.7,15.7,15.3,14.3,12.5,8.3,6.3,2.9,2.3,4.3,5.6,6.2,7.6,7.78,,,,,,,,,,,,,,,,,,
245,GB,United Kingdom,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.6,2.6,2.5,1.9,1.0,0.9,0.9,1.6,3.5,4.0,4.0,3.80,3.82,,,,,,,,,,,,,,,,,,
382,UY,Uruguay,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,12.4,33.9,14.3,4.7,3.6,3.7,1.1,1.0,1.2,1.0,1.3,1.5,1.59,,,,,,,,,,,,,,,,,,
526,UV,US Virgin Islands,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,US,USA,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.3,1.4,1.1,0.8,0.7,0.8,1.4,3.0,5.4,4.9,4.1,3.9,3.51,,,,,,,,,,,,,,,,,,
383,UZ,Uzbekistan,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.0,1.2,1.0,0.7,0.6,0.53,,,,,,,,,,,,,,,,,,
388,VT,Vanuatu,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,VE,Venezuela,133262,Bank Nonperforming Loans to Total Gross Loans,101,%,,,,,,,,,,,,,,,,,,,,,,,,6.6,7.0,9.2,7.7,2.8,1.2,1.1,1.2,1.9,3.0,3.4,1.4,1.2,1.74,,,,,,,,,,,,,,,,,,
387,VN,Vietnam,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,YE,Yemen,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,ZB,Zambia,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,ZW,Zimbabwe,133262,Bank Nonperforming Loans to Total Gross Loans,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
